ID,y
7693,776.0
7694,802.25
7695,905.0
7696,1121.25
7697,1249.5
7698,1474.25
7699,1486.5
7700,1682.0
7701,1691.0
7702,1580.5
7703,1290.75
7704,781.75
7705,502.25
7706,353.0
7707,227.0
7708,180.75
7709,282.5
7710,668.5
7711,1127.75
7712,1759.25
7713,861.25
7714,575.75
7715,576.75
7716,645.5
7717,648.0
7718,668.25
7719,740.25
7720,881.25
7721,1273.5
7722,2020.75
7723,1566.75
7724,1555.0
7725,1597.75
7726,1498.25
7727,1237.0
7728,844.0
7729,667.75
7730,457.5
7731,309.5
7732,222.5
7733,289.5
7734,644.75
7735,1170.25
7736,1776.25
7737,867.25
7738,550.75
7739,583.5
7740,638.75
7741,653.0
7742,644.0
7743,686.75
7744,815.0
7745,1214.0
7746,2080.5
7747,1671.75
7748,1575.5
7749,1611.0
7750,1599.75
7751,1252.75
7752,808.5
7753,639.25
7754,433.0
7755,179.75
7756,67.0
7757,73.25
7758,126.75
7759,744.25
7760,1430.5
7761,1042.5
7762,809.0
7763,850.5
7764,981.25
7765,1038.0
7766,1041.25
7767,1100.25
7768,1250.0
7769,1889.0
7770,2840.0
7771,2262.75
7772,2006.0
7773,1922.75
7774,1739.5
7775,1302.75
7776,985.0
7777,773.75
7778,549.0
7779,360.5
7780,243.0
7781,288.75
7782,648.75
7783,1299.75
7784,1858.5
7785,1026.0
7786,623.25
7787,605.5
7788,651.25
7789,654.75
7790,662.25
7791,696.0
7792,885.25
7793,1309.0
7794,2175.0
7795,1730.0
7796,1484.0
7797,1591.0
7798,1492.0
7799,1177.25
7800,859.5
7801,664.0
7802,474.5
7803,328.25
7804,228.75
7805,279.5
7806,583.25
7807,1204.0
7808,1869.0
7809,1077.5
7810,768.25
7811,689.75
7812,840.5
7813,912.0
7814,859.25
7815,913.75
7816,1198.0
7817,1713.5
7818,2859.5
7819,2081.0
7820,1601.75
7821,686.0
7822,471.25
7823,340.25
7824,759.5
7825,363.0
7826,167.5
7827,107.75
7828,79.25
7829,93.25
7830,367.5
7831,1009.5
7832,1873.75
7833,1127.25
7834,816.75
7835,847.0
7836,692.25
7837,195.75
7838,171.25
7839,357.75
7840,492.75
7841,415.5
7842,1125.0
7843,1167.0
7844,1740.75
7845,1806.0
7846,1667.0
7847,1262.75
7848,1126.5
7849,962.5
7850,687.0
7851,472.25
7852,306.75
7853,265.5
7854,422.25
7855,621.5
7856,812.5
7857,875.25
7858,817.25
7859,945.0
7860,1027.25
7861,1083.25
7862,1182.25
7863,1175.0
7864,1366.5
7865,1585.0
7866,1660.0
7867,1782.0
7868,1604.75
7869,1638.75
7870,1450.0
7871,1135.0
7872,1031.5
7873,854.75
7874,630.25
7875,418.5
7876,232.75
7877,181.0
7878,238.0
7879,387.0
7880,614.75
7881,869.75
7882,788.0
7883,989.5
7884,1167.5
7885,1079.75
7886,1021.0
7887,827.75
7888,984.25
7889,1205.5
7890,1480.0
7891,1653.75
7892,1389.75
7893,458.5
7894,172.75
7895,223.5
7896,187.75
7897,63.5
7898,49.25
7899,29.0
7900,15.25
7901,34.5
7902,50.25
7903,150.75
7904,178.0
7905,71.5
7906,96.75
7907,73.25
7908,64.75
7909,132.25
7910,342.25
7911,658.0
7912,1003.25
7913,1535.5
7914,2605.75
7915,1881.5
7916,1530.0
7917,1636.75
7918,1429.25
7919,1122.75
7920,666.25
7921,643.75
7922,325.0
7923,218.25
7924,144.0
7925,247.0
7926,579.5
7927,1183.25
7928,2039.25
7929,1157.75
7930,654.25
7931,241.5
7932,45.25
7933,55.0
7934,96.5
7935,81.75
7936,78.25
7937,31.75
7938,47.75
7939,43.75
7940,16.75
7941,95.25
7942,50.25
7943,163.0
7944,207.25
7945,313.5
7946,446.75
7947,300.5
7948,216.0
7949,268.5
7950,590.75
7951,1161.0
7952,2131.25
7953,1144.75
7954,774.5
7955,818.75
7956,927.75
7957,1031.0
7958,1061.0
7959,870.25
7960,270.0
7961,106.0
7962,74.0
7963,23.75
7964,30.0
7965,45.0
7966,76.75
7967,111.75
7968,202.5
7969,99.5
7970,94.5
7971,126.0
7972,57.75
7973,99.0
7974,231.25
7975,536.25
7976,1418.25
7977,1123.0
7978,782.75
7979,886.0
7980,920.5
7981,1024.25
7982,1111.25
7983,1196.5
7984,1373.25
7985,1925.5
7986,2041.0
7987,1320.75
7988,1130.5
7989,1856.5
7990,1747.5
7991,1288.0
7992,995.0
7993,793.0
7994,563.25
7995,360.5
7996,246.0
7997,282.75
7998,594.0
7999,1034.75
8000,1708.75
8001,1062.0
8002,896.0
8003,958.0
8004,1030.5
8005,1076.25
8006,1096.25
8007,1160.25
8008,1408.25
8009,2032.75
8010,2890.75
8011,2265.25
8012,1796.75
8013,1815.0
8014,1728.25
8015,1168.75
8016,831.0
8017,656.5
8018,192.75
8019,36.25
8020,30.25
8021,22.0
8022,29.75
8023,48.75
8024,105.0
8025,57.0
8026,58.75
8027,103.25
8028,459.5
8029,468.5
8030,509.5
8031,788.25
8032,1205.25
8033,1794.25
8034,2553.75
8035,1986.5
8036,1678.0
8037,1706.25
8038,1577.75
8039,1174.75
8040,1004.25
8041,769.25
8042,492.0
8043,369.25
8044,45.5
8045,58.75
8046,85.0
8047,574.75
8048,812.0
8049,909.0
8050,927.5
8051,1089.0
8052,1400.0
8053,1499.75
8054,1391.75
8055,1477.25
8056,1712.75
8057,2039.25
8058,2013.25
8059,1788.75
8060,1658.25
8061,1647.0
8062,1468.25
8063,1158.0
8064,939.75
8065,773.0
8066,559.5
8067,406.0
8068,244.0
8069,154.25
8070,182.25
8071,258.5
8072,383.0
8073,555.5
8074,681.0
8075,943.75
8076,1053.5
8077,1280.5
8078,1443.5
8079,1940.75
8080,1423.25
8081,1877.0
8082,1376.0
8083,1389.75
8084,1449.5
8085,1448.0
8086,1263.5
8087,1022.25
8088,885.0
8089,692.75
8090,510.25
8091,338.5
8092,221.5
8093,224.75
8094,492.5
8095,806.5
8096,1011.0
8097,898.0
8098,964.75
8099,1110.5
8100,1202.75
8101,1289.0
8102,1336.0
8103,1423.0
8104,1635.75
8105,1624.5
8106,1718.0
8107,1621.75
8108,1626.0
8109,1572.75
8110,1572.0
8111,1114.75
8112,885.75
8113,767.75
8114,565.0
8115,357.0
8116,232.0
8117,213.0
8118,426.5
8119,664.5
8120,903.25
8121,902.0
8122,977.0
8123,1175.25
8124,1314.75
8125,1407.5
8126,1490.5
8127,1628.75
8128,1806.25
8129,1671.25
8130,1787.25
8131,1679.5
8132,1771.0
8133,1770.0
8134,1547.25
8135,1184.5
8136,813.25
8137,617.0
8138,444.0
8139,295.0
8140,204.5
8141,258.75
8142,609.75
8143,1216.25
8144,2078.75
8145,1242.25
8146,965.5
8147,1025.5
8148,1216.25
8149,1346.0
8150,1447.0
8151,1594.25
8152,1768.25
8153,2245.0
8154,3149.0
8155,2307.5
8156,1999.75
8157,1948.0
8158,1717.0
8159,1191.25
8160,815.5
8161,632.25
8162,453.0
8163,304.25
8164,209.75
8165,259.5
8166,581.75
8167,1160.0
8168,1984.5
8169,1277.75
8170,949.25
8171,1047.0
8172,1190.5
8173,1286.0
8174,1435.75
8175,1483.75
8176,1710.0
8177,2323.75
8178,3171.0
8179,2327.5
8180,1936.75
8181,1903.25
8182,1687.75
8183,1190.0
8184,0.0
8185,0.0
8186,0.0
8187,0.0
8188,0.0
8189,0.0
8190,0.0
8191,0.0
8192,0.0
8193,0.0
8194,0.0
8195,0.0
8196,0.0
8197,0.0
8198,0.0
8199,0.0
8200,0.0
8201,0.0
8202,0.0
8203,0.0
8204,0.0
8205,0.0
8206,0.0
8207,0.0
8208,988.0
8209,818.0
8210,594.25
8211,413.0
8212,267.0
8213,220.75
8214,342.0
8215,526.25
8216,767.0
8217,941.5
8218,956.0
8219,1210.25
8220,1341.0
8221,1490.25
8222,1470.5
8223,1563.75
8224,1790.5
8225,2071.0
8226,1995.5
8227,1809.25
8228,1682.0
8229,1730.0
8230,1565.0
8231,1181.25
8232,0.0
8233,0.0
8234,0.0
8235,0.0
8236,0.0
8237,0.0
8238,0.0
8239,0.0
8240,0.0
8241,0.0
8242,0.0
8243,0.0
8244,0.0
8245,0.0
8246,0.0
8247,0.0
8248,0.0
8249,0.0
8250,0.0
8251,0.0
8252,0.0
8253,0.0
8254,0.0
8255,0.0
8256,690.75
8257,585.0
8258,516.5
8259,325.75
8260,213.75
8261,132.25
8262,180.0
8263,337.75
8264,589.5
8265,716.0
8266,786.0
8267,1091.25
8268,1436.0
8269,1648.0
8270,1712.25
8271,1818.25
8272,1971.5
8273,1810.0
8274,1359.0
8275,1142.5
8276,1123.5
8277,1144.75
8278,912.5
8279,731.5
8280,642.0
8281,417.5
8282,295.25
8283,185.75
8284,154.0
8285,223.0
8286,531.0
8287,1181.25
8288,2178.5
8289,1098.75
8290,842.75
8291,863.5
8292,970.25
8293,1083.25
8294,1141.5
8295,1253.75
8296,1374.0
8297,1918.5
8298,2676.0
8299,1714.0
8300,1535.75
8301,1514.75
8302,1290.75
8303,903.25
8304,653.5
8305,521.25
8306,439.75
8307,292.25
8308,186.5
8309,229.0
8310,537.5
8311,1089.5
8312,1921.5
8313,1104.25
8314,527.25
8315,167.0
8316,334.5
8317,268.0
8318,985.25
8319,1088.25
8320,1271.75
8321,1680.5
8322,2539.0
8323,1740.75
8324,1544.5
8325,1555.0
8326,1232.75
8327,892.75
8328,677.0
8329,495.75
8330,335.75
8331,227.0
8332,128.5
8333,139.0
8334,366.25
8335,965.0
8336,1908.0
8337,1130.0
8338,848.75
8339,907.5
8340,1092.75
8341,1131.75
8342,1157.0
8343,1215.75
8344,1494.25
8345,1826.25
8346,2672.25
8347,1870.0
8348,1558.0
8349,1510.75
8350,1335.5
8351,983.75
8352,719.0
8353,602.25
8354,413.5
8355,257.5
8356,171.5
8357,170.5
8358,398.75
8359,1053.75
8360,2052.0
8361,1051.5
8362,899.25
8363,939.5
8364,1167.25
8365,1228.25
8366,1239.5
8367,1308.25
8368,1420.25
8369,1901.75
8370,2790.5
8371,2018.0
8372,1629.25
8373,1554.0
8374,1441.5
8375,1051.5
8376,841.25
8377,664.25
8378,516.5
8379,347.5
8380,231.0
8381,258.25
8382,540.0
8383,418.0
8384,435.5
8385,433.0
8386,118.75
8387,94.0
8388,47.0
8389,23.25
8390,80.75
8391,239.0
8392,601.75
8393,1565.5
8394,2368.25
8395,1630.75
8396,1299.25
8397,1354.0
8398,1191.0
8399,855.5
8400,792.0
8401,678.75
8402,487.25
8403,345.0
8404,229.25
8405,164.5
8406,272.0
8407,462.25
8408,745.75
8409,771.0
8410,749.5
8411,914.5
8412,937.75
8413,1022.25
8414,1055.75
8415,1156.75
8416,1186.75
8417,1046.0
8418,1040.75
8419,856.0
8420,840.5
8421,892.0
8422,787.0
8423,653.25
8424,670.5
8425,567.75
8426,419.25
8427,295.0
8428,169.25
8429,42.25
8430,35.5
8431,57.5
8432,85.75
8433,181.75
8434,210.75
8435,642.5
8436,759.75
8437,824.5
8438,946.25
8439,723.5
8440,189.25
8441,197.5
8442,253.5
8443,705.25
8444,690.75
8445,700.5
8446,624.5
8447,472.0
8448,448.25
8449,304.0
8450,233.75
8451,148.75
8452,112.25
8453,174.25
8454,441.75
8455,1072.0
8456,1895.0
8457,1009.5
8458,711.0
8459,751.5
8460,861.5
8461,863.0
8462,888.75
8463,883.0
8464,946.0
8465,1310.25
8466,1976.0
8467,1243.25
8468,991.25
8469,984.25
8470,858.0
8471,602.75
8472,477.0
8473,385.0
8474,294.0
8475,174.0
8476,124.5
8477,145.0
8478,350.25
8479,832.0
8480,1514.5
8481,904.5
8482,651.0
8483,689.5
8484,807.5
8485,918.5
8486,964.25
8487,1029.25
8488,1097.25
8489,1406.75
8490,2099.75
8491,1302.25
8492,1092.5
8493,1098.75
8494,995.5
8495,715.75
8496,565.5
8497,465.25
8498,335.5
8499,218.5
8500,148.75
8501,167.0
8502,394.5
8503,919.75
8504,1776.75
8505,945.25
8506,688.75
8507,744.0
8508,813.0
8509,962.5
8510,1013.0
8511,1012.75
8512,1152.5
8513,1472.25
8514,2048.5
8515,1304.25
8516,1032.75
8517,987.25
8518,902.5
8519,386.75
8520,328.0
8521,268.5
8522,117.0
8523,109.25
8524,79.0
8525,156.25
8526,354.5
8527,798.25
8528,1711.0
8529,951.0
8530,683.25
8531,715.5
8532,810.75
8533,771.5
8534,784.25
8535,830.5
8536,886.5
8537,1273.5
8538,1811.5
8539,1198.0
8540,961.75
8541,966.75
8542,803.5
8543,549.0
8544,437.25
8545,361.5
8546,279.75
8547,178.25
8548,127.5
8549,140.75
8550,321.25
8551,682.75
8552,1093.25
8553,733.75
8554,562.5
8555,621.25
8556,681.5
8557,732.0
8558,757.0
8559,756.75
8560,839.0
8561,1146.0
8562,1602.75
8563,974.5
8564,712.25
8565,732.5
8566,632.0
8567,461.0
8568,413.75
8569,346.75
8570,272.25
8571,180.5
8572,130.0
8573,134.0
8574,312.75
8575,646.75
8576,1142.5
8577,696.75
8578,561.75
8579,659.75
8580,687.75
8581,743.25
8582,800.0
8583,856.5
8584,954.5
8585,1107.0
8586,1572.5
8587,979.5
8588,777.25
8589,756.5
8590,677.5
8591,536.25
8592,505.75
8593,451.25
8594,357.75
8595,243.5
8596,168.75
8597,133.25
8598,125.5
8599,97.75
8600,15.75
8601,11.75
8602,22.0
8603,99.0
8604,93.0
8605,111.0
8606,290.0
8607,304.0
8608,270.25
8609,311.25
8610,320.75
8611,287.75
8612,276.0
8613,308.25
8614,286.75
8615,244.0
8616,256.75
8617,211.0
8618,169.0
8619,115.75
8620,47.75
8621,35.5
8622,41.5
8623,85.75
8624,196.5
8625,247.0
8626,299.0
8627,367.25
8628,428.75
8629,591.0
8630,721.75
8631,678.75
8632,566.5
8633,613.75
8634,580.5
8635,541.25
8636,510.25
8637,521.75
8638,456.75
8639,368.25
8640,357.0
8641,222.75
8642,151.75
8643,116.25
8644,76.0
8645,107.75
8646,276.25
8647,608.25
8648,1267.25
8649,812.75
8650,573.5
8651,698.5
8652,788.75
8653,925.0
8654,972.5
8655,1021.0
8656,1084.0
8657,1349.25
8658,1915.25
8659,1186.25
8660,962.75
8661,911.0
8662,750.0
8663,591.5
8664,487.0
8665,371.0
8666,240.25
8667,165.25
8668,109.75
8669,138.25
8670,321.5
8671,802.75
8672,1562.5
8673,866.75
8674,667.0
8675,670.0
8676,743.5
8677,779.0
8678,907.75
8679,991.0
8680,1024.75
8681,1492.25
8682,2040.5
8683,1338.25
8684,986.25
8685,972.75
8686,832.75
8687,587.25
8688,364.25
8689,347.25
8690,225.5
8691,124.5
8692,112.0
8693,122.25
8694,262.5
8695,521.5
8696,1151.5
8697,534.25
8698,399.25
8699,620.5
8700,711.75
8701,783.0
8702,807.75
8703,938.0
8704,978.25
8705,1235.75
8706,1802.25
8707,1170.25
8708,934.0
8709,880.0
8710,734.75
8711,554.5
8712,437.75
8713,394.0
8714,299.0
8715,199.0
8716,141.25
8717,155.25
8718,339.0
8719,733.25
8720,1186.25
8721,754.5
8722,652.5
8723,604.25
8724,647.25
8725,765.0
8726,753.25
8727,806.25
8728,866.75
8729,1041.75
8730,1481.25
8731,1104.0
8732,846.5
8733,793.0
8734,692.25
8735,510.0
8736,468.75
8737,389.75
8738,308.5
8739,207.0
8740,145.5
8741,149.25
8742,313.25
8743,702.25
8744,1255.75
8745,705.75
8746,586.25
8747,664.75
8748,759.0
8749,820.0
8750,835.5
8751,851.5
8752,913.25
8753,1221.25
8754,1666.5
8755,1027.25
8756,783.75
8757,739.75
8758,671.25
8759,285.25
