Date,y,Hour,Temperature,Humidity,Wind speed,Visibility,Dew point temperature,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Functioning Day
27/02/2018,529,17,6.8,57,1,623,-1.1,0.16,0,0,Winter,No Holiday,Yes
27/02/2018,897,18,6.6,62,0.8,522,-0.1,0.05,0,0,Winter,No Holiday,Yes
27/02/2018,616,19,6.1,44,1,750,-5.2,0,0,0,Winter,No Holiday,Yes
27/02/2018,461,20,5.9,44,1.3,733,-5.4,0,0,0,Winter,No Holiday,Yes
27/02/2018,449,21,5.7,46,0.8,727,-5,0,0,0,Winter,No Holiday,Yes
27/02/2018,461,22,5.4,49,1.1,687,-4.4,0,0,0,Winter,No Holiday,Yes
27/02/2018,310,23,5.3,53,1.5,582,-3.5,0,0,0,Winter,No Holiday,Yes
28/02/2018,266,0,5.1,52,1.1,614,-3.9,0,0,0,Winter,No Holiday,Yes
28/02/2018,229,1,5,53,1.4,557,-3.8,0,0,0,Winter,No Holiday,Yes
28/02/2018,174,2,5.2,54,1.3,516,-3.3,0,0,0,Winter,No Holiday,Yes
28/02/2018,116,3,5.3,55,1.7,488,-3,0,0,0,Winter,No Holiday,Yes
28/02/2018,72,4,5.4,56,1.7,472,-2.6,0,0,0,Winter,No Holiday,Yes
28/02/2018,62,5,5.2,59,1.7,437,-2.1,0,0,0,Winter,No Holiday,Yes
28/02/2018,165,6,5.2,60,1.9,430,-1.9,0,0,0,Winter,No Holiday,Yes
28/02/2018,426,7,5.5,59,2.8,448,-1.8,0,0,0,Winter,No Holiday,Yes
28/02/2018,816,8,5.7,57,2.5,458,-2.1,0.04,0,0,Winter,No Holiday,Yes
28/02/2018,419,9,6.2,55,2.4,478,-2.1,0.13,0,0,Winter,No Holiday,Yes
28/02/2018,285,10,6.5,53,2,518,-2.4,0.21,0,0,Winter,No Holiday,Yes
28/02/2018,332,11,7.1,50,2.2,534,-2.6,0.33,0,0,Winter,No Holiday,Yes
28/02/2018,305,12,7.6,48,2.6,600,-2.7,0.39,0,0,Winter,No Holiday,Yes
28/02/2018,28,13,7.6,57,2.3,554,-0.3,0.33,0,0,Winter,No Holiday,Yes
28/02/2018,17,14,5.7,80,3.7,348,2.5,0.13,0,0,Winter,No Holiday,Yes
28/02/2018,7,15,4.8,87,2.9,312,2.8,0.08,4.5,0,Winter,No Holiday,Yes
28/02/2018,9,16,4.2,89,2.5,479,2.5,0.07,0,0,Winter,No Holiday,Yes
28/02/2018,8,17,3.8,90,2.7,654,2.3,0,0,0,Winter,No Holiday,Yes
28/02/2018,11,18,3.6,90,2.1,845,2.1,0,9.5,0,Winter,No Holiday,Yes
28/02/2018,19,19,2.5,95,1.9,838,1.7,0,0,0,Winter,No Holiday,Yes
28/02/2018,8,20,2.7,96,1.5,1479,2.1,0,0,0,Winter,No Holiday,Yes
28/02/2018,10,21,2.4,95,2.5,1349,1.6,0,9,0,Winter,No Holiday,Yes
28/02/2018,13,22,2.3,96,1.9,1207,1.7,0,0,0,Winter,No Holiday,Yes
28/02/2018,23,23,1.8,96,1.2,745,1.2,0,0,0,Winter,No Holiday,Yes
21/03/2018,240,0,1.6,39,2.3,2000,-10.8,0,0,0,Spring,No Holiday,Yes
21/03/2018,223,1,1.5,40,2.8,2000,-10.6,0,0,0,Spring,No Holiday,Yes
21/03/2018,147,2,1.4,40,2.9,2000,-10.7,0,0,0,Spring,No Holiday,Yes
21/03/2018,82,3,1.3,40,2.1,2000,-10.8,0,0,0,Spring,No Holiday,Yes
21/03/2018,70,4,1.3,39,2.3,2000,-11.1,0,0,0,Spring,No Holiday,Yes
21/03/2018,80,5,1.3,40,2.3,2000,-10.8,0,0,0,Spring,No Holiday,Yes
21/03/2018,209,6,1.4,42,1.7,2000,-10.1,0,0,0,Spring,No Holiday,Yes
21/03/2018,605,7,1.4,43,1.5,2000,-9.8,0,0,0,Spring,No Holiday,Yes
21/03/2018,1097,8,1.6,42,1.8,2000,-9.9,0.13,0,0,Spring,No Holiday,Yes
21/03/2018,614,9,2.5,40,1.9,2000,-9.7,0.41,0,0,Spring,No Holiday,Yes
21/03/2018,374,10,3.6,37,1.3,2000,-9.7,0.83,0,0,Spring,No Holiday,Yes
21/03/2018,339,11,4.8,35,2.1,2000,-9.4,1.38,0,0,Spring,No Holiday,Yes
21/03/2018,333,12,4.8,51,2.2,1715,-4.5,1.12,0,0,Spring,No Holiday,Yes
21/03/2018,196,13,4,64,2,1834,-2.2,0.75,0,0,Spring,No Holiday,Yes
21/03/2018,117,14,1.9,89,1.5,102,0.2,0.41,0,0,Spring,No Holiday,Yes
21/03/2018,184,15,2.2,85,1.3,2000,0,0.41,0.5,0,Spring,No Holiday,Yes
21/03/2018,241,16,2.4,79,1.9,1995,-0.8,0.37,0,0,Spring,No Holiday,Yes
21/03/2018,319,17,2.5,78,2,2000,-0.9,0.25,0,0,Spring,No Holiday,Yes
21/03/2018,615,18,2,77,1.3,2000,-1.6,0.07,0,0,Spring,No Holiday,Yes
21/03/2018,402,19,2,81,0.7,2000,-0.9,0,0,0,Spring,No Holiday,Yes
21/03/2018,120,20,1.7,85,1.3,396,-0.5,0,0,0,Spring,No Holiday,Yes
21/03/2018,231,21,1.2,92,0.7,1474,0,0,0.5,0,Spring,No Holiday,Yes
21/03/2018,320,22,1.2,87,0.9,1802,-0.7,0,0,0,Spring,No Holiday,Yes
21/03/2018,226,23,1.5,86,1.2,1495,-0.5,0,0,0,Spring,No Holiday,Yes
22/03/2018,243,0,1.6,86,1.7,1141,-0.4,0,0,0,Spring,No Holiday,Yes
22/03/2018,247,1,1.6,85,2,952,-0.6,0,0,0,Spring,No Holiday,Yes
22/03/2018,173,2,1.5,86,2.5,782,-0.5,0,0,0,Spring,No Holiday,Yes
22/03/2018,107,3,1.3,87,1.7,822,-0.6,0,0,0,Spring,No Holiday,Yes
22/03/2018,75,4,1.3,87,2.2,937,-0.6,0,0,0,Spring,No Holiday,Yes
22/03/2018,81,5,1.1,88,0.9,927,-0.6,0,0,0,Spring,No Holiday,Yes
22/03/2018,212,6,0.8,88,1,900,-0.9,0,0,0,Spring,No Holiday,Yes
22/03/2018,600,7,0.6,85,1.5,1321,-1.6,0.01,0,0,Spring,No Holiday,Yes
22/03/2018,1174,8,1.1,79,1.7,1480,-2.1,0.36,0,0,Spring,No Holiday,Yes
22/03/2018,653,9,2.5,67,1.3,1472,-3,1.11,0,0,Spring,No Holiday,Yes
22/03/2018,446,10,4.9,56,1.9,1480,-3.1,1.76,0,0,Spring,No Holiday,Yes
22/03/2018,565,11,6.9,46,2.1,1541,-3.9,2.33,0,0,Spring,No Holiday,Yes
22/03/2018,668,12,8.3,36,2.5,1665,-5.9,2.7,0,0,Spring,No Holiday,Yes
22/03/2018,648,13,9.9,29,3.2,1641,-7.3,2.91,0,0,Spring,No Holiday,Yes
22/03/2018,674,14,11.4,30,3.1,1672,-5.5,2.82,0,0,Spring,No Holiday,Yes
22/03/2018,758,15,10.7,34,4.5,1850,-4.5,2.51,0,0,Spring,No Holiday,Yes
22/03/2018,752,16,10.3,34,3.8,1850,-4.9,1.93,0,0,Spring,No Holiday,Yes
22/03/2018,999,17,9.6,38,3.2,1606,-4,1.35,0,0,Spring,No Holiday,Yes
22/03/2018,1495,18,7.9,46,3.1,1057,-3,0.58,0,0,Spring,No Holiday,Yes
22/03/2018,923,19,6.2,54,1.8,883,-2.4,0.08,0,0,Spring,No Holiday,Yes
22/03/2018,739,20,5.1,56,2,899,-2.9,0,0,0,Spring,No Holiday,Yes
22/03/2018,726,21,4.5,62,2,826,-2.1,0,0,0,Spring,No Holiday,Yes
22/03/2018,621,22,3.9,66,2.7,990,-1.8,0,0,0,Spring,No Holiday,Yes
22/03/2018,428,23,3.4,69,1.1,895,-1.7,0,0,0,Spring,No Holiday,Yes
23/03/2018,335,0,2.9,72,1.3,903,-1.6,0,0,0,Spring,No Holiday,Yes
23/03/2018,283,1,2.5,75,1.5,786,-1.4,0,0,0,Spring,No Holiday,Yes
23/03/2018,216,2,2.2,80,1.4,615,-0.8,0,0,0,Spring,No Holiday,Yes
23/03/2018,128,3,1.9,81,1.1,525,-1,0,0,0,Spring,No Holiday,Yes
23/03/2018,92,4,2,80,0.8,474,-1,0,0,0,Spring,No Holiday,Yes
23/03/2018,95,5,2.2,79,0.8,553,-1,0,0,0,Spring,No Holiday,Yes
23/03/2018,243,6,2.3,80,0.7,546,-0.8,0,0,0,Spring,No Holiday,Yes
23/03/2018,661,7,2.5,79,1.4,536,-0.7,0.01,0,0,Spring,No Holiday,Yes
23/03/2018,1216,8,2.6,77,1.3,567,-1,0.21,0,0,Spring,No Holiday,Yes
23/03/2018,664,9,3.3,72,1.4,618,-1.2,0.61,0,0,Spring,No Holiday,Yes
23/03/2018,461,10,5.4,64,1.6,637,-0.8,1.7,0,0,Spring,No Holiday,Yes
23/03/2018,584,11,7.1,50,1.7,799,-2.6,2.24,0,0,Spring,No Holiday,Yes
23/03/2018,690,12,9.3,37,2.3,940,-4.6,2.72,0,0,Spring,No Holiday,Yes
23/03/2018,682,13,10.9,36,2.1,1073,-3.6,2.87,0,0,Spring,No Holiday,Yes
23/03/2018,758,14,12.4,33,2.9,811,-3.4,2.71,0,0,Spring,No Holiday,Yes
23/03/2018,849,15,12.1,30,3,1120,-4.9,2.41,0,0,Spring,No Holiday,Yes
23/03/2018,901,16,12.2,24,2.8,1655,-7.8,1.98,0,0,Spring,No Holiday,Yes
23/03/2018,1108,17,11.2,27,3.5,1585,-7.1,1.19,0,0,Spring,No Holiday,Yes
23/03/2018,1611,18,9.7,36,3.6,948,-4.6,0.37,0,0,Spring,No Holiday,Yes
23/03/2018,932,19,8.3,48,3,779,-2,0.06,0,0,Spring,No Holiday,Yes
23/03/2018,724,20,6.7,48,2.6,774,-3.5,0,0,0,Spring,No Holiday,Yes
23/03/2018,676,21,5.8,60,2.2,650,-1.3,0,0,0,Spring,No Holiday,Yes
23/03/2018,638,22,5.3,63,1.8,591,-1.1,0,0,0,Spring,No Holiday,Yes
23/03/2018,422,23,5,42,1.7,717,-6.8,0,0,0,Spring,No Holiday,Yes
24/03/2018,403,0,4.7,46,1.7,746,-5.9,0,0,0,Spring,No Holiday,Yes
24/03/2018,360,1,4.7,51,1.1,728,-4.5,0,0,0,Spring,No Holiday,Yes
24/03/2018,305,2,5,50,1.7,669,-4.5,0,0,0,Spring,No Holiday,Yes
24/03/2018,197,3,5,51,0.8,659,-4.3,0,0,0,Spring,No Holiday,Yes
24/03/2018,122,4,5.1,54,1.2,550,-3.4,0,0,0,Spring,No Holiday,Yes
24/03/2018,82,5,4.7,54,1.3,543,-3.8,0,0,0,Spring,No Holiday,Yes
24/03/2018,113,6,4.2,50,0.6,633,-5.3,0,0,0,Spring,No Holiday,Yes
24/03/2018,198,7,4,54,0.9,587,-4.4,0.01,0,0,Spring,No Holiday,Yes
24/03/2018,424,8,4.5,49,0.4,580,-5.3,0.19,0,0,Spring,No Holiday,Yes
24/03/2018,456,9,6.5,40,2.5,588,-6.1,0.69,0,0,Spring,No Holiday,Yes
24/03/2018,494,10,7.2,43,1.5,559,-4.5,0.42,0,0,Spring,No Holiday,Yes
24/03/2018,589,11,9,56,2,399,0.6,1.11,0,0,Spring,No Holiday,Yes
24/03/2018,806,12,10.6,52,3.1,390,1.1,2.27,0,0,Spring,No Holiday,Yes
24/03/2018,880,13,12.4,50,2.5,379,2.2,2.48,0,0,Spring,No Holiday,Yes
24/03/2018,855,14,12.7,55,3.4,378,3.8,2.42,0,0,Spring,No Holiday,Yes
24/03/2018,1025,15,12.4,58,4.1,404,4.3,2.26,0,0,Spring,No Holiday,Yes
24/03/2018,947,16,12.3,61,3.4,359,4.9,1.82,0,0,Spring,No Holiday,Yes
24/03/2018,916,17,11.1,66,4.2,367,4.9,1.18,0,0,Spring,No Holiday,Yes
24/03/2018,736,18,9,76,3,288,4.9,0.45,0,0,Spring,No Holiday,Yes
24/03/2018,521,19,7.7,80,2.8,234,4.4,0.05,0,0,Spring,No Holiday,Yes
24/03/2018,513,20,7.1,83,3.3,203,4.4,0,0,0,Spring,No Holiday,Yes
24/03/2018,487,21,6.7,84,2.8,193,4.1,0,0,0,Spring,No Holiday,Yes
24/03/2018,460,22,6.5,85,2.3,167,4.1,0,0,0,Spring,No Holiday,Yes
24/03/2018,354,23,6.4,85,2.3,155,4,0,0,0,Spring,No Holiday,Yes
25/03/2018,372,0,6.4,84,1.4,171,3.8,0,0,0,Spring,No Holiday,Yes
25/03/2018,267,1,6.4,82,1.2,186,3.5,0,0,0,Spring,No Holiday,Yes
25/03/2018,195,2,6,82,1.3,198,3.1,0,0,0,Spring,No Holiday,Yes
25/03/2018,139,3,5.5,83,0.9,186,2.8,0,0,0,Spring,No Holiday,Yes
25/03/2018,90,4,5.3,82,1,200,2.4,0,0,0,Spring,No Holiday,Yes
25/03/2018,60,5,5,83,0.7,200,2.3,0,0,0,Spring,No Holiday,Yes
25/03/2018,71,6,4.6,84,0.7,193,2.1,0,0,0,Spring,No Holiday,Yes
25/03/2018,137,7,4.7,82,1.3,198,1.8,0.02,0,0,Spring,No Holiday,Yes
25/03/2018,225,8,5,79,1.1,203,1.6,0.23,0,0,Spring,No Holiday,Yes
25/03/2018,331,9,6.3,73,1.3,218,1.8,0.79,0,0,Spring,No Holiday,Yes
25/03/2018,359,10,8.4,65,1.8,229,2.1,1.67,0,0,Spring,No Holiday,Yes
25/03/2018,466,11,10.7,56,2,261,2.2,2.27,0,0,Spring,No Holiday,Yes
25/03/2018,626,12,12.7,45,1.3,321,1,2.63,0,0,Spring,No Holiday,Yes
25/03/2018,784,13,14.6,38,1.9,315,0.4,2.75,0,0,Spring,No Holiday,Yes
25/03/2018,882,14,16.1,37,2.4,315,1.3,2.62,0,0,Spring,No Holiday,Yes
25/03/2018,960,15,16.7,38,3.1,265,2.2,2.27,0,0,Spring,No Holiday,Yes
25/03/2018,1031,16,16.5,39,3.1,366,2.4,1.91,0,0,Spring,No Holiday,Yes
25/03/2018,911,17,15.8,40,2.3,481,2.2,1.28,0,0,Spring,No Holiday,Yes
25/03/2018,768,18,14.4,44,2.7,596,2.2,0.6,0,0,Spring,No Holiday,Yes
25/03/2018,571,19,12.6,59,2.5,384,4.7,0.08,0,0,Spring,No Holiday,Yes
25/03/2018,502,20,10.7,70,2.8,236,5.4,0,0,0,Spring,No Holiday,Yes
25/03/2018,456,21,9.8,74,2.2,219,5.3,0,0,0,Spring,No Holiday,Yes
25/03/2018,424,22,8.8,79,2,203,5.3,0,0,0,Spring,No Holiday,Yes
25/03/2018,336,23,8,82,1.3,196,5.1,0,0,0,Spring,No Holiday,Yes
26/03/2018,244,0,7.1,84,2.3,185,4.5,0,0,0,Spring,No Holiday,Yes
26/03/2018,185,1,6.3,87,1.8,153,4.2,0,0,0,Spring,No Holiday,Yes
26/03/2018,93,2,5.4,95,1.5,89,4.6,0,0,0,Spring,No Holiday,Yes
26/03/2018,62,3,5.5,96,1.6,72,4.9,0,0,0,Spring,No Holiday,Yes
26/03/2018,65,4,5.5,96,2,53,4.9,0,0,0,Spring,No Holiday,Yes
26/03/2018,98,5,5.4,97,1.5,38,4.9,0,0,0,Spring,No Holiday,Yes
26/03/2018,227,6,5.7,97,0.5,80,5.2,0,0,0,Spring,No Holiday,Yes
26/03/2018,581,7,6,96,0.6,94,5.4,0,0,0,Spring,No Holiday,Yes
26/03/2018,983,8,6.4,90,1.4,117,4.8,0.13,0,0,Spring,No Holiday,Yes
26/03/2018,540,9,7.6,82,0.7,147,4.7,0.55,0,0,Spring,No Holiday,Yes
26/03/2018,415,10,10,70,1,187,4.7,1.57,0,0,Spring,No Holiday,Yes
26/03/2018,422,11,12.6,60,2.4,281,5,2.23,0,0,Spring,No Holiday,Yes
26/03/2018,492,12,14.6,53,2.5,348,5.1,2.65,0,0,Spring,No Holiday,Yes
26/03/2018,504,13,16,47,2.5,459,4.6,2.8,0,0,Spring,No Holiday,Yes
26/03/2018,575,14,17.4,39,2.9,520,3.2,2.7,0,0,Spring,No Holiday,Yes
26/03/2018,604,15,17.6,33,3.6,985,1.1,2.44,0,0,Spring,No Holiday,Yes
26/03/2018,819,16,17.7,33,3.4,897,1.2,1.96,0,0,Spring,No Holiday,Yes
26/03/2018,925,17,17.1,31,3.3,1075,-0.1,1.33,0,0,Spring,No Holiday,Yes
26/03/2018,1477,18,16,33,2.9,1138,-0.2,0.6,0,0,Spring,No Holiday,Yes
26/03/2018,1031,19,14.3,37,3.1,1247,-0.2,0.1,0,0,Spring,No Holiday,Yes
26/03/2018,835,20,12.9,42,2.8,1047,0.2,0,0,0,Spring,No Holiday,Yes
26/03/2018,798,21,11.6,54,1.5,693,2.5,0,0,0,Spring,No Holiday,Yes
26/03/2018,662,22,10.7,58,1.4,600,2.7,0,0,0,Spring,No Holiday,Yes
26/03/2018,447,23,9.8,62,0.6,535,2.8,0,0,0,Spring,No Holiday,Yes
27/03/2018,380,0,9,68,1.1,426,3.3,0,0,0,Spring,No Holiday,Yes
27/03/2018,278,1,8.7,70,0.9,398,3.5,0,0,0,Spring,No Holiday,Yes
27/03/2018,163,2,8.3,70,0.8,394,3.1,0,0,0,Spring,No Holiday,Yes
27/03/2018,127,3,8.1,71,0.9,378,3.1,0,0,0,Spring,No Holiday,Yes
27/03/2018,95,4,7.8,70,0.3,395,2.6,0,0,0,Spring,No Holiday,Yes
27/03/2018,110,5,8,63,0.8,439,1.3,0,0,0,Spring,No Holiday,Yes
27/03/2018,231,6,8.1,66,0.6,415,2.1,0,0,0,Spring,No Holiday,Yes
27/03/2018,705,7,8.5,67,0.7,475,2.7,0.02,0,0,Spring,No Holiday,Yes
27/03/2018,1201,8,9.3,62,0.6,519,2.3,0.25,0,0,Spring,No Holiday,Yes
27/03/2018,699,9,11.6,51,0.8,498,1.7,0.84,0,0,Spring,No Holiday,Yes
27/03/2018,462,10,13.9,40,0.8,586,0.5,1.6,0,0,Spring,No Holiday,Yes
27/03/2018,560,11,15.8,40,1.9,647,2.2,1.95,0,0,Spring,No Holiday,Yes
27/03/2018,586,12,16.7,47,2.4,620,5.3,1.76,0,0,Spring,No Holiday,Yes
27/03/2018,563,13,18.6,46,2.1,642,6.7,2.54,0,0,Spring,No Holiday,Yes
27/03/2018,618,14,19.4,45,2,624,7.1,2.05,0,0,Spring,No Holiday,Yes
27/03/2018,636,15,19.9,45,2.7,676,7.6,1.79,0,0,Spring,No Holiday,Yes
27/03/2018,774,16,19.5,50,3.4,613,8.7,1.6,0,0,Spring,No Holiday,Yes
27/03/2018,960,17,18.4,54,3.2,605,8.9,1.05,0,0,Spring,No Holiday,Yes
27/03/2018,1521,18,16.8,60,3.1,580,8.9,0.46,0,0,Spring,No Holiday,Yes
27/03/2018,1020,19,15,67,2.6,452,8.9,0.07,0,0,Spring,No Holiday,Yes
27/03/2018,864,20,13.9,72,2.4,385,8.9,0,0,0,Spring,No Holiday,Yes
27/03/2018,866,21,13.4,73,1.5,325,8.6,0,0,0,Spring,No Holiday,Yes
27/03/2018,764,22,12.9,75,1.3,326,8.5,0,0,0,Spring,No Holiday,Yes
27/03/2018,527,23,12.4,74,1.5,356,7.8,0,0,0,Spring,No Holiday,Yes
28/03/2018,400,0,12,76,0.8,346,7.8,0,0,0,Spring,No Holiday,Yes
28/03/2018,337,1,11.6,74,1.2,374,7.1,0,0,0,Spring,No Holiday,Yes
28/03/2018,225,2,11.5,75,1.9,399,7.2,0,0,0,Spring,No Holiday,Yes
28/03/2018,150,3,10.9,79,0.8,383,7.3,0,0,0,Spring,No Holiday,Yes
28/03/2018,104,4,10.6,77,0.9,422,6.7,0,0,0,Spring,No Holiday,Yes
28/03/2018,107,5,10.2,80,0.8,366,6.8,0,0,0,Spring,No Holiday,Yes
28/03/2018,258,6,9.6,84,0.7,301,7,0,0,0,Spring,No Holiday,Yes
28/03/2018,741,7,9.6,82,1.1,284,6.6,0.04,0,0,Spring,No Holiday,Yes
28/03/2018,1353,8,10.3,77,0.7,341,6.4,0.37,0,0,Spring,No Holiday,Yes
28/03/2018,723,9,12.4,66,1,546,6.2,0.91,0,0,Spring,No Holiday,Yes
28/03/2018,494,10,14.7,62,2.9,684,7.4,1.59,0,0,Spring,No Holiday,Yes
28/03/2018,588,11,15.6,60,3.7,817,7.8,1.44,0,0,Spring,No Holiday,Yes
28/03/2018,629,12,16.5,57,3.8,881,7.9,1.55,0,0,Spring,No Holiday,Yes
28/03/2018,723,13,17.5,54,3.1,1065,8,1.63,0,0,Spring,No Holiday,Yes
28/03/2018,698,14,18.6,46,4.4,1664,6.7,2.14,0,0,Spring,No Holiday,Yes
28/03/2018,785,15,18.2,45,4.1,1908,6,1.86,0,0,Spring,No Holiday,Yes
28/03/2018,943,16,18.3,43,4.3,1931,5.4,1.3,0,0,Spring,No Holiday,Yes
28/03/2018,1221,17,17.6,45,4.2,1947,5.5,0.7,0,0,Spring,No Holiday,Yes
28/03/2018,1839,18,17,53,3.1,1855,7.3,0.35,0,0,Spring,No Holiday,Yes
28/03/2018,1288,19,16,60,2.8,1436,8.2,0.06,0,0,Spring,No Holiday,Yes
28/03/2018,1133,20,15.2,65,2.2,988,8.6,0,0,0,Spring,No Holiday,Yes
28/03/2018,1035,21,14.2,70,0.8,723,8.7,0,0,0,Spring,No Holiday,Yes
28/03/2018,907,22,13.6,73,2,644,8.8,0,0,0,Spring,No Holiday,Yes
28/03/2018,614,23,13.5,74,1.2,603,8.9,0,0,0,Spring,No Holiday,Yes
29/03/2018,466,0,13.4,77,1.5,537,9.4,0,0,0,Spring,No Holiday,Yes
29/03/2018,390,1,13,81,1.9,484,9.8,0,0,0,Spring,No Holiday,Yes
29/03/2018,254,2,12.9,83,1.6,369,10,0,0,0,Spring,No Holiday,Yes
29/03/2018,170,3,12.7,80,0.4,384,9.3,0,0,0,Spring,No Holiday,Yes
29/03/2018,109,4,12.8,81,0.2,418,9.6,0,0,0,Spring,No Holiday,Yes
29/03/2018,106,5,12.7,83,0.8,392,9.8,0,0,0,Spring,No Holiday,Yes
29/03/2018,274,6,12.6,83,0.5,332,9.7,0,0,0,Spring,No Holiday,Yes
29/03/2018,781,7,12.8,82,0.6,370,9.7,0.01,0,0,Spring,No Holiday,Yes
29/03/2018,1281,8,13.3,80,1.2,369,9.9,0.14,0,0,Spring,No Holiday,Yes
29/03/2018,757,9,13.5,79,1.9,382,9.9,0.2,0,0,Spring,No Holiday,Yes
29/03/2018,482,10,15,69,1.5,552,9.3,1.02,0,0,Spring,No Holiday,Yes
29/03/2018,583,11,16.1,63,1.2,555,9,1.08,0,0,Spring,No Holiday,Yes
29/03/2018,714,12,18.2,55,2.3,594,9,2.24,0,0,Spring,No Holiday,Yes
29/03/2018,716,13,19.5,48,1.9,596,8.1,2.32,0,0,Spring,No Holiday,Yes
29/03/2018,711,14,20.2,47,2.4,541,8.5,2.3,0,0,Spring,No Holiday,Yes
29/03/2018,781,15,20.8,42,3.1,576,7.4,2.1,0,0,Spring,No Holiday,Yes
29/03/2018,957,16,20.7,38,2.2,741,5.8,1.63,0,0,Spring,No Holiday,Yes
29/03/2018,1194,17,20.3,48,2.8,635,8.9,1.14,0,0,Spring,No Holiday,Yes
29/03/2018,1776,18,19.1,47,2.4,942,7.5,0.57,0,0,Spring,No Holiday,Yes
29/03/2018,1260,19,17.5,61,2.2,758,9.8,0.11,0,0,Spring,No Holiday,Yes
29/03/2018,1079,20,15.6,64,2.7,686,8.8,0,0,0,Spring,No Holiday,Yes
29/03/2018,1046,21,14.4,66,1.7,677,8.1,0,0,0,Spring,No Holiday,Yes
29/03/2018,949,22,13.3,71,2.1,581,8.1,0,0,0,Spring,No Holiday,Yes
29/03/2018,614,23,12.7,75,1.6,475,8.3,0,0,0,Spring,No Holiday,Yes
30/03/2018,490,0,11.8,78,0.6,438,8,0,0,0,Spring,No Holiday,Yes
30/03/2018,401,1,11.4,77,0.7,466,7.5,0,0,0,Spring,No Holiday,Yes
30/03/2018,261,2,10.8,72,0.4,639,5.9,0,0,0,Spring,No Holiday,Yes
30/03/2018,184,3,10.3,68,0.7,887,4.6,0,0,0,Spring,No Holiday,Yes
30/03/2018,115,4,9.9,67,1.1,820,4,0,0,0,Spring,No Holiday,Yes
30/03/2018,117,5,10.4,62,1.8,911,3.4,0,0,0,Spring,No Holiday,Yes
30/03/2018,284,6,10.3,70,1.2,555,5,0,0,0,Spring,No Holiday,Yes
30/03/2018,747,7,10.5,70,1.1,483,5.2,0.04,0,0,Spring,No Holiday,Yes
30/03/2018,1406,8,11.5,60,1.6,550,3.9,0.42,0,0,Spring,No Holiday,Yes
30/03/2018,772,9,13.7,46,1.3,972,2.2,1.08,0,0,Spring,No Holiday,Yes
30/03/2018,583,10,16,29,1.4,1708,-2,1.79,0,0,Spring,No Holiday,Yes
30/03/2018,739,11,17.8,26,2.6,1822,-1.9,2.37,0,0,Spring,No Holiday,Yes
30/03/2018,939,12,19.1,26,1.6,1704,-0.8,2.73,0,0,Spring,No Holiday,Yes
30/03/2018,860,13,20.3,27,1.4,1464,0.6,2.87,0,0,Spring,No Holiday,Yes
30/03/2018,965,14,21,28,2.8,1191,1.7,2.75,0,0,Spring,No Holiday,Yes
30/03/2018,1068,15,21.8,28,2.3,1162,2.4,2.4,0,0,Spring,No Holiday,Yes
30/03/2018,1156,16,20.7,36,3.6,811,5,1.82,0,0,Spring,No Holiday,Yes
30/03/2018,1460,17,19.4,45,2.9,778,7.1,1.13,0,0,Spring,No Holiday,Yes
30/03/2018,1935,18,17.4,57,3.1,657,8.7,0.52,0,0,Spring,No Holiday,Yes
30/03/2018,1268,19,15.2,60,3.2,1081,7.4,0.09,0,0,Spring,No Holiday,Yes
30/03/2018,1045,20,14.3,63,2.6,936,7.3,0,0,0,Spring,No Holiday,Yes
30/03/2018,948,21,13.7,73,1.8,658,8.9,0,0,0,Spring,No Holiday,Yes
30/03/2018,880,22,12.7,76,1.5,521,8.5,0,0,0,Spring,No Holiday,Yes
30/03/2018,678,23,12.1,77,1.4,540,8.1,0,0,0,Spring,No Holiday,Yes
31/03/2018,537,0,11.7,77,1.3,588,7.7,0,0,0,Spring,No Holiday,Yes
31/03/2018,502,1,11.5,77,2,593,7.6,0,0,0,Spring,No Holiday,Yes
31/03/2018,397,2,11,73,1.5,816,6.3,0,0,0,Spring,No Holiday,Yes
31/03/2018,264,3,10.7,74,1.7,712,6.2,0,0,0,Spring,No Holiday,Yes
31/03/2018,163,4,10.4,73,1.7,801,5.7,0,0,0,Spring,No Holiday,Yes
31/03/2018,108,5,9.8,73,0.8,1098,5.1,0,0,0,Spring,No Holiday,Yes
31/03/2018,142,6,9.4,75,0.9,1117,5.1,0,0,0,Spring,No Holiday,Yes
31/03/2018,264,7,9.5,72,0.2,1017,4.6,0.04,0,0,Spring,No Holiday,Yes
31/03/2018,489,8,10.4,65,0.8,979,4,0.41,0,0,Spring,No Holiday,Yes
31/03/2018,642,9,12.6,57,0.9,859,4.2,0.98,0,0,Spring,No Holiday,Yes
31/03/2018,618,10,14.7,53,0.9,831,5.2,1.59,0,0,Spring,No Holiday,Yes
31/03/2018,824,11,16.7,45,1.9,1054,4.6,2.07,0,0,Spring,No Holiday,Yes
31/03/2018,1072,12,18.2,38,4.2,1189,3.6,2.41,0,0,Spring,No Holiday,Yes
31/03/2018,1218,13,19.3,37,3,1257,4.2,2.53,0,0,Spring,No Holiday,Yes
31/03/2018,1381,14,20.1,30,3,1554,1.9,2.57,0,0,Spring,No Holiday,Yes
31/03/2018,1542,15,18.9,28,3.7,1769,0,2.09,0,0,Spring,No Holiday,Yes
31/03/2018,1578,16,18,32,3,1836,1,1.03,0,0,Spring,No Holiday,Yes
