,ID,Date,Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Year,Week,Month,WeekDay,Rush_hour,Dead_hour,day_night,Humidity_high,Temperature_high,Weather_bad,Ideal,Humidex,Visibility_cat,Visibility_dist,Rain_cat,Snow_cat,Weather_State,Weather_stat&visb_dist,Weather&visb,Sky_State,Temp_State,GBL_Forecast,Date_tmp,Prev Month y,Temperature lag1,Rainfall lag1,Visibility  lag1,Wind speed lag1,Weather_State lag1,Humidity lag1,Rush_hour lag1,Dead_hour lag1,Ideal lag1,Dew point temperature(C) lag1
301,6061,2018-01-22,13,3.9,33,0.6,1249,-10.9,0.19,0.0,0.0,0,0,1,2017,50,12,2,0.006737946999085467,0.0,1,0,0,0,0,-0.16815343113302772,4,4,0,0,6,24,42.780591060753466,1,2,2,2018-01,200.1,3.3,0.0,744.0,0.4,6.0,73.0,0.01831563888873418,0.0,0.0,-1.0
302,6062,2018-01-22,14,3.3,73,0.4,744,-1.0,0.11,0.0,0.0,0,0,1,2017,50,12,2,0.01831563888873418,0.0,1,1,0,1,0,0.8980101533174638,3,3,0,0,6,18,39.67224620899855,2,2,4,2018-01,200.1,3.6,0.0,655.0,1.8,6.0,69.0,0.049787068367863944,0.0,0.0,-1.5
303,6063,2018-01-22,15,3.6,69,1.8,655,-1.5,0.17,0.0,0.0,0,0,1,2017,50,12,2,0.049787068367863944,0.0,1,0,0,0,0,1.084550677082746,3,3,0,0,6,18,38.90781141381151,2,2,4,2018-01,200.1,2.0,0.0,140.0,1.9,6.0,87.0,0.1353352832366127,0.0,1.0,0.0
304,6064,2018-01-22,16,2.0,87,1.9,140,0.0,0.03,0.0,0.0,0,0,1,2017,50,12,2,0.1353352832366127,0.0,1,1,0,1,1,-0.16357494789559812,0,2,0,0,6,12,29.649854535655823,1,2,2,2018-01,200.1,1.3,0.0,81.0,1.2,12.0,93.0,0.36787944117144233,0.0,1.0,0.2
305,6065,2018-01-22,17,1.3,93,1.2,81,0.2,0.03,0.0,0.2,0,0,1,2017,50,12,2,0.36787944117144233,0.0,1,1,0,1,1,-0.8139914297791739,0,1,0,1,12,12,52.733389856069266,3,2,6,2018-01,200.1,1.1,3.3,187.0,3.0,10.0,96.0,1.0,0.0,1.0,0.5
306,6066,2018-01-22,18,1.1,96,3.0,187,0.5,0.0,3.3,1.0,0,0,1,2017,50,12,2,1.0,0.0,1,1,0,1,1,-0.9383937307725145,0,2,1,1,10,20,52.31108616854587,4,2,8,2018-01,200.1,-0.1,0.0,582.0,3.2,11.0,88.0,0.36787944117144233,0.0,1.0,-1.8
307,6067,2018-01-22,19,-0.1,88,3.2,582,-1.8,0.0,0.0,1.0,0,0,1,2017,50,12,2,0.36787944117144233,0.0,0,1,0,1,1,-2.681748855435364,2,3,0,1,11,33,70.03117492504582,4,4,16,2018-01,200.1,-0.8,0.0,836.0,2.9,11.0,85.0,0.1353352832366127,0.0,1.0,-3.0
308,6068,2018-01-22,20,-0.8,85,2.9,836,-3.0,0.0,0.0,1.0,0,0,1,2017,50,12,2,0.1353352832366127,0.0,0,1,0,1,1,-3.6341331458942934,3,3,0,1,11,33,74.01491474393171,4,4,16,2018-01,200.1,-1.8,0.0,590.0,2.9,11.0,85.0,0.049787068367863944,0.0,1.0,-3.9
309,6069,2018-01-22,21,-1.8,85,2.9,590,-3.9,0.0,0.0,1.0,0,0,1,2017,50,12,2,0.049787068367863944,0.0,0,1,0,1,1,-4.810583222290036,2,3,0,1,11,33,70.18134790589741,4,4,16,2018-01,200.1,-3.2,0.0,492.0,3.9,11.0,81.0,0.01831563888873418,1.522997974471263e-08,1.0,-6.0
310,6070,2018-01-22,22,-3.2,81,3.9,492,-6.0,0.0,0.0,1.0,0,0,1,2017,50,12,2,0.01831563888873418,1.522997974471263e-08,0,1,0,1,1,-6.582903628675567,2,3,0,1,11,33,68.18326588141538,4,4,16,2018-01,200.1,-4.2,0.0,554.0,2.9,11.0,79.0,0.006737946999085467,5.602796437537268e-09,1.0,-7.3
311,6071,2018-01-22,23,-4.2,79,2.9,554,-7.3,0.0,0.0,1.0,0,0,1,2017,50,12,2,0.006737946999085467,5.602796437537268e-09,0,1,0,1,1,-7.788022109789481,2,3,0,1,11,33,69.48881155422012,4,4,16,2018-01,200.1,-5.3,0.0,894.0,3.8,11.0,77.0,0.0,0.01831563888873418,1.0,-8.7
312,6072,2018-01-23,0,-5.3,77,3.8,894,-8.7,0.0,0.0,1.0,0,0,1,2017,50,12,3,0.0,0.01831563888873418,0,1,0,1,1,-9.089242727330683,3,3,0,1,11,33,74.75276352690865,4,4,16,2018-01,200.1,-6.0,0.0,1178.0,3.1,11.0,76.0,0.0,0.049787068367863944,1.0,-9.5
313,6073,2018-01-23,1,-6.0,76,3.1,1178,-9.5,0.0,0.0,1.0,0,0,1,2017,50,12,3,0.0,0.049787068367863944,0,1,0,1,1,-9.8957003302801,4,4,0,1,11,44,77.78730700632686,4,4,16,2018-01,200.1,-7.5,0.0,2000.0,3.9,11.0,65.0,0.0,0.1353352832366127,1.0,-12.9
314,6074,2018-01-23,2,-7.5,65,3.9,2000,-12.9,0.0,0.0,1.0,0,0,1,2017,50,12,3,0.0,0.1353352832366127,0,0,0,0,1,-11.786503291188662,5,5,0,1,11,55,83.60992705496291,4,4,16,2018-01,200.1,-8.6,0.0,2000.0,3.3,11.0,68.0,0.0,0.36787944117144233,1.0,-13.4
315,6075,2018-01-23,3,-8.6,68,3.3,2000,-13.4,0.0,0.0,1.0,0,0,1,2017,50,12,3,0.0,0.36787944117144233,0,0,0,0,1,-12.936351540985147,5,5,0,1,11,55,83.60992705496291,4,4,16,2018-01,200.1,-9.5,0.0,2000.0,4.3,11.0,49.0,0.0,1.0,1.0,-18.2
316,6076,2018-01-23,4,-9.5,49,4.3,2000,-18.2,0.0,0.0,1.0,0,0,1,2017,50,12,3,0.0,1.0,0,0,0,0,1,-14.232302645705339,5,5,0,1,11,55,83.60992705496291,4,4,16,2018-01,200.1,-10.5,0.0,2000.0,3.0,11.0,46.0,0.0,0.36787944117144233,1.0,-19.9
317,6077,2018-01-23,5,-10.5,46,3.0,2000,-19.9,0.0,0.0,1.0,0,0,1,2017,50,12,3,0.0,0.36787944117144233,0,0,0,0,1,-15.34174605261166,5,5,0,1,11,55,83.60992705496291,4,4,16,2018-01,200.1,-11.5,0.0,2000.0,3.2,11.0,47.0,0.1353352832366127,0.0,1.0,-20.5
318,6078,2018-01-23,6,-11.5,47,3.2,2000,-20.5,0.0,0.0,1.0,0,0,1,2017,50,12,3,0.1353352832366127,0.0,1,0,0,0,1,-16.377104947352613,5,5,0,1,11,55,83.60992705496291,4,4,16,2018-01,200.1,-12.5,0.0,2000.0,4.5,11.0,41.0,0.36787944117144233,0.0,1.0,-23.0
319,6079,2018-01-23,7,-12.5,41,4.5,2000,-23.0,0.0,0.0,1.0,0,0,1,2017,50,12,3,0.36787944117144233,0.0,1,0,0,0,1,-17.507978507258304,5,5,0,1,11,55,83.60992705496291,4,4,16,2018-01,200.1,-13.0,0.0,2000.0,4.0,11.0,41.0,1.0,0.0,1.0,-23.5
320,6080,2018-01-23,8,-13.0,41,4.0,2000,-23.5,0.0,0.0,1.0,0,0,1,2017,50,12,3,1.0,0.0,1,0,0,0,1,-18.03122284982949,5,5,0,1,11,55,83.60992705496291,4,4,16,2018-01,200.1,-13.3,0.0,2000.0,3.5,11.0,36.0,0.36787944117144233,0.0,1.0,-25.2
321,6081,2018-01-23,9,-13.3,36,3.5,2000,-25.2,0.19,0.0,1.0,0,0,1,2017,50,12,3,0.36787944117144233,0.0,1,0,0,0,1,-18.40371161126633,5,5,0,1,11,55,83.60992705496291,4,4,16,2018-01,200.1,-12.1,0.0,1968.0,3.5,11.0,34.0,0.1353352832366127,0.0,1.0,-24.8
322,6082,2018-01-23,10,-12.1,34,3.5,1968,-24.8,0.62,0.0,1.0,0,0,1,2017,50,12,3,0.1353352832366127,0.0,1,0,0,0,1,-17.18752694451367,5,4,0,1,11,44,83.43250385373419,4,4,16,2018-01,200.1,-11.7,0.0,1935.0,4.0,11.0,27.0,0.0,0.0,1.0,-26.9
323,6083,2018-01-23,11,-11.7,27,4.0,1935,-26.9,0.94,0.0,1.0,0,0,1,2017,50,12,3,0.0,0.0,1,0,0,0,1,-16.866977930169714,5,4,0,1,11,44,83.24648866010271,4,4,16,2018-01,200.1,-11.3,0.0,1955.0,3.7,11.0,27.0,0.0,0.0,1.0,-26.6
324,6084,2018-01-23,12,-11.3,27,3.7,1955,-26.6,1.18,0.0,1.0,0,0,1,2017,50,12,3,0.0,0.0,1,0,0,0,1,-16.456434955936256,5,4,0,1,11,44,83.35960019661412,4,4,16,2018-01,200.1,-11.0,0.0,1959.0,4.0,11.0,27.0,0.006737946999085467,0.0,1.0,-26.3
325,6085,2018-01-23,13,-11.0,27,4.0,1959,-26.3,1.26,0.0,1.0,0,0,1,2017,50,12,3,0.006737946999085467,0.0,1,0,0,0,1,-16.1456326017306,5,4,0,1,11,44,83.38208359738995,4,4,16,2018-01,200.1,-10.4,0.0,2000.0,4.3,11.0,30.0,0.01831563888873418,0.0,1.0,-24.6
326,6086,2018-01-23,14,-10.4,30,4.3,2000,-24.6,1.22,0.0,1.0,0,0,1,2017,50,12,3,0.01831563888873418,0.0,1,0,0,0,1,-15.479238729595455,5,5,0,1,11,55,83.60992705496291,4,4,16,2018-01,200.1,-9.7,0.0,2000.0,3.6,11.0,32.0,0.049787068367863944,0.0,1.0,-23.3
327,6087,2018-01-23,15,-9.7,32,3.6,2000,-23.3,1.04,0.0,1.0,0,0,1,2017,50,12,3,0.049787068367863944,0.0,1,0,0,0,1,-14.722034810127768,5,5,0,1,11,55,83.60992705496291,4,4,16,2018-01,200.1,-10.1,0.0,2000.0,4.3,11.0,34.0,0.1353352832366127,0.0,1.0,-23.0
328,6088,2018-01-23,16,-10.1,34,4.3,2000,-23.0,0.74,0.0,1.0,0,0,1,2017,50,12,3,0.1353352832366127,0.0,1,0,0,0,1,-15.107978507258302,5,5,0,1,11,55,83.60992705496291,4,4,16,2018-01,200.1,-10.6,0.0,2000.0,3.5,11.0,38.0,0.36787944117144233,0.0,1.0,-22.2
329,6089,2018-01-23,17,-10.6,38,3.5,2000,-22.2,0.38,0.0,0.9,0,0,1,2017,50,12,3,0.36787944117144233,0.0,1,0,0,0,1,-15.56883627988846,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-11.5,0.0,2000.0,2.4,11.0,43.0,1.0,0.0,1.0,-21.6
330,6090,2018-01-23,18,-11.5,43,2.4,2000,-21.6,0.05,0.0,0.9,0,0,1,2017,50,12,3,1.0,0.0,1,0,0,0,1,-16.43783218138205,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-12.0,0.0,2000.0,3.2,11.0,47.0,0.36787944117144233,0.0,1.0,-21.0
331,6091,2018-01-23,19,-12.0,47,3.2,2000,-21.0,0.0,0.0,0.9,0,0,1,2017,50,12,3,0.36787944117144233,0.0,0,0,0,0,1,-16.905349090787887,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-12.5,0.0,2000.0,3.0,11.0,52.0,0.1353352832366127,0.0,1.0,-20.3
332,6092,2018-01-23,20,-12.5,52,3.0,2000,-20.3,0.0,0.0,0.9,0,0,1,2017,50,12,3,0.1353352832366127,0.0,0,0,0,0,1,-17.36549918845261,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-13.2,0.0,2000.0,4.1,11.0,49.0,0.049787068367863944,0.0,1.0,-21.6
333,6093,2018-01-23,21,-13.2,49,4.1,2000,-21.6,0.0,0.0,0.9,0,0,1,2017,50,12,3,0.049787068367863944,0.0,0,0,0,0,1,-18.13783218138205,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-13.9,0.0,2000.0,4.0,11.0,45.0,0.01831563888873418,1.522997974471263e-08,1.0,-23.2
334,6094,2018-01-23,22,-13.9,45,4.0,2000,-23.2,0.0,0.0,0.9,0,0,1,2017,50,12,3,0.01831563888873418,1.522997974471263e-08,0,0,0,0,1,-18.917386199117026,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-14.3,0.0,2000.0,4.0,11.0,38.0,0.006737946999085467,5.602796437537268e-09,1.0,-25.5
335,6095,2018-01-23,23,-14.3,38,4.0,2000,-25.5,0.0,0.0,0.9,0,0,1,2017,50,12,3,0.006737946999085467,5.602796437537268e-09,0,0,0,0,1,-19.415514586027513,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-14.6,0.0,2000.0,3.9,11.0,34.0,0.0,0.01831563888873418,1.0,-27.0
336,6096,2018-01-24,0,-14.6,34,3.9,2000,-27.0,0.0,0.0,0.9,0,0,1,2017,50,12,4,0.0,0.01831563888873418,0,0,0,0,1,-19.77043558377945,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-15.0,0.0,2000.0,2.5,11.0,31.0,0.0,0.049787068367863944,1.0,-28.3
337,6097,2018-01-24,1,-15.0,31,2.5,2000,-28.3,0.0,0.0,0.9,0,0,1,2017,50,12,4,0.0,0.049787068367863944,0,0,0,0,1,-20.212910262010855,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-15.2,0.0,2000.0,3.1,11.0,32.0,0.0,0.1353352832366127,1.0,-28.2
338,6098,2018-01-24,2,-15.2,32,3.1,2000,-28.2,0.0,0.0,0.9,0,0,1,2017,50,12,4,0.0,0.1353352832366127,0,0,0,0,1,-20.40980105648303,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-15.2,0.0,2000.0,3.4,11.0,30.0,0.0,0.36787944117144233,1.0,-28.9
339,6099,2018-01-24,3,-15.2,30,3.4,2000,-28.9,0.0,0.0,0.9,0,0,1,2017,50,12,4,0.0,0.36787944117144233,0,0,0,0,1,-20.431037476163723,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-15.4,0.0,2000.0,2.5,11.0,30.0,0.0,1.0,1.0,-29.1
340,6100,2018-01-24,4,-15.4,30,2.5,2000,-29.1,0.0,0.0,0.9,0,0,1,2017,50,12,4,0.0,1.0,0,0,0,0,1,-20.636883135191447,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-15.6,0.0,2000.0,3.7,11.0,29.0,0.0,0.36787944117144233,1.0,-29.6
341,6101,2018-01-24,5,-15.6,29,3.7,2000,-29.6,0.0,0.0,0.9,0,0,1,2017,50,12,4,0.0,0.36787944117144233,0,0,0,0,1,-20.851080506423934,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-15.7,0.0,2000.0,2.5,11.0,29.0,0.1353352832366127,0.0,1.0,-29.7
342,6102,2018-01-24,6,-15.7,29,2.5,2000,-29.7,0.0,0.0,0.9,0,0,1,2017,50,12,4,0.1353352832366127,0.0,1,0,0,0,1,-20.9538499361759,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-15.9,0.0,2000.0,3.0,11.0,30.0,0.36787944117144233,0.0,1.0,-29.5
343,6103,2018-01-24,7,-15.9,30,3.0,2000,-29.5,0.0,0.0,0.9,0,0,1,2017,50,12,4,0.36787944117144233,0.0,1,0,0,0,1,-21.148287960039056,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-16.2,0.0,2000.0,1.6,11.0,30.0,1.0,0.0,1.0,-29.8
344,6104,2018-01-24,8,-16.2,30,1.6,2000,-29.8,0.0,0.0,0.9,0,0,1,2017,50,12,4,1.0,0.0,1,0,0,0,1,-21.456596420967827,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-15.8,0.0,2000.0,3.4,11.0,27.0,0.36787944117144233,0.0,1.0,-30.5
345,6105,2018-01-24,9,-15.8,27,3.4,2000,-30.5,0.2,0.0,0.9,0,0,1,2017,50,12,4,0.36787944117144233,0.0,1,0,0,0,1,-21.07519354267165,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-14.5,0.0,1902.0,4.6,11.0,24.0,0.1353352832366127,0.0,1.0,-30.6
346,6106,2018-01-24,10,-14.5,24,4.6,1902,-30.6,0.61,0.0,0.9,0,0,1,2017,50,12,4,0.1353352832366127,0.0,1,0,0,0,1,-19.77776251499474,5,4,0,1,11,44,83.0572736741587,3,4,12,2018-01,200.1,-13.1,0.0,1964.0,3.8,11.0,25.0,0.0,0.0,1.0,-29.0
347,6107,2018-01-24,11,-13.1,25,3.8,1964,-29.0,0.96,0.0,0.9,0,0,1,2017,50,12,4,0.0,0.0,1,0,0,0,1,-18.333972390939525,5,4,0,1,11,44,83.41012337805853,3,4,12,2018-01,200.1,-12.2,0.0,2000.0,4.0,11.0,26.0,0.0,0.0,1.0,-27.8
348,6108,2018-01-24,12,-12.2,26,4.0,2000,-27.8,1.17,0.0,0.9,0,0,1,2017,50,12,4,0.0,0.0,1,0,0,0,1,-17.39710592498047,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-12.0,0.0,1887.0,6.0,11.0,25.0,0.006737946999085467,0.0,1.0,-28.0
349,6109,2018-01-24,13,-12.0,25,6.0,1887,-28.0,1.27,0.0,0.9,0,0,1,2017,50,12,4,0.006737946999085467,0.0,1,0,0,0,1,-17.203505532891302,5,4,0,1,11,44,82.97017899905406,3,4,12,2018-01,200.1,-11.1,0.0,1980.0,3.8,11.0,26.0,0.01831563888873418,0.0,1.0,-26.8
350,6110,2018-01-24,14,-11.1,26,3.8,1980,-26.8,1.25,0.0,0.8,0,0,1,2017,50,12,4,0.01831563888873418,0.0,1,0,0,0,1,-16.263492078303752,5,4,0,1,11,44,83.4993733605744,3,4,12,2018-01,200.1,-10.8,0.0,2000.0,3.8,11.0,29.0,0.049787068367863944,0.0,1.0,-25.4
351,6111,2018-01-24,15,-10.8,29,3.8,2000,-25.4,1.06,0.0,0.7,0,0,1,2017,50,12,4,0.049787068367863944,0.0,1,0,0,0,1,-15.911611760216726,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-11.2,0.0,2000.0,4.7,11.0,30.0,0.1353352832366127,0.0,1.0,-25.3
352,6112,2018-01-24,16,-11.2,30,4.7,2000,-25.3,0.77,0.0,0.7,0,0,1,2017,50,12,4,0.1353352832366127,0.0,1,0,0,0,1,-16.307677510649608,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-11.8,0.0,2000.0,3.5,11.0,26.0,0.36787944117144233,0.0,1.0,-27.4
353,6113,2018-01-24,17,-11.8,26,3.5,2000,-27.4,0.39,0.0,0.7,0,0,1,2017,50,12,4,0.36787944117144233,0.0,1,0,0,0,1,-16.983988282939208,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-13.0,0.0,2000.0,3.4,11.0,29.0,1.0,0.0,1.0,-27.3
354,6114,2018-01-24,18,-13.0,29,3.4,2000,-27.3,0.05,0.0,0.7,0,0,1,2017,50,12,4,1.0,0.0,1,0,0,0,1,-18.18064139194162,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-13.8,0.0,2000.0,2.2,11.0,32.0,0.36787944117144233,0.0,1.0,-26.9
355,6115,2018-01-24,19,-13.8,32,2.2,2000,-26.9,0.0,0.0,0.7,0,0,1,2017,50,12,4,0.36787944117144233,0.0,0,0,0,0,1,-18.966977930169715,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-14.3,0.0,2000.0,1.3,11.0,37.0,0.1353352832366127,0.0,1.0,-25.8
356,6116,2018-01-24,20,-14.3,37,1.3,2000,-25.8,0.0,0.0,0.7,0,0,1,2017,50,12,4,0.1353352832366127,0.0,0,0,0,0,1,-19.427036760375618,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-14.7,0.0,1933.0,3.2,11.0,40.0,0.049787068367863944,0.0,1.0,-25.3
357,6117,2018-01-24,21,-14.7,40,3.2,1933,-25.3,0.0,0.0,0.7,0,0,1,2017,50,12,4,0.049787068367863944,0.0,0,0,0,0,1,-19.807677510649608,5,4,0,1,11,44,83.23511327129164,3,4,12,2018-01,200.1,-15.2,0.0,2000.0,4.0,11.0,45.0,0.01831563888873418,1.522997974471263e-08,1.0,-24.4
358,6118,2018-01-24,22,-15.2,45,4.0,2000,-24.4,0.0,0.0,0.7,0,0,1,2017,50,12,4,0.01831563888873418,1.522997974471263e-08,0,0,0,0,1,-20.270817423521486,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-15.7,0.0,2000.0,3.6,11.0,43.0,0.006737946999085467,5.602796437537268e-09,1.0,-25.4
359,6119,2018-01-24,23,-15.7,43,3.6,2000,-25.4,0.0,0.0,0.7,0,0,1,2017,50,12,4,0.006737946999085467,5.602796437537268e-09,0,0,0,0,1,-20.811611760216724,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-15.9,0.0,2000.0,3.8,11.0,43.0,0.0,0.01831563888873418,0.0,-25.6
360,6120,2018-01-25,0,-15.9,43,3.8,2000,-25.6,0.0,0.0,0.7,0,0,1,2017,50,12,5,0.0,0.01831563888873418,0,0,0,0,0,-21.019386212729174,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-16.1,0.0,2000.0,2.2,11.0,42.0,0.0,0.049787068367863944,0.0,-26.0
361,6121,2018-01-25,1,-16.1,42,2.2,2000,-26.0,0.0,0.0,0.7,0,0,1,2017,50,12,5,0.0,0.049787068367863944,0,0,0,0,0,-21.234565172363837,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-16.0,0.0,2000.0,1.3,11.0,42.0,0.0,0.1353352832366127,1.0,-25.9
362,6122,2018-01-25,2,-16.0,42,1.3,2000,-25.9,0.0,0.0,0.7,0,0,1,2017,50,12,5,0.0,0.1353352832366127,0,0,0,0,1,-21.13081612361865,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-16.0,0.0,2000.0,1.9,11.0,40.0,0.0,0.36787944117144233,1.0,-26.5
363,6123,2018-01-25,3,-16.0,40,1.9,2000,-26.5,0.0,0.0,0.7,0,0,1,2017,50,12,5,0.0,0.36787944117144233,0,0,0,0,1,-21.15286327021648,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-15.9,0.0,1985.0,2.4,11.0,37.0,0.0,1.0,1.0,-27.2
364,6124,2018-01-25,4,-15.9,37,2.4,1985,-27.2,0.0,0.0,0.7,0,0,1,2017,50,12,5,0.0,1.0,0,0,0,0,1,-21.077267112272658,5,4,0,1,11,44,83.5271161243342,3,4,12,2018-01,200.1,-15.8,0.0,2000.0,2.7,11.0,37.0,0.0,0.36787944117144233,1.0,-27.1
365,6125,2018-01-25,5,-15.8,37,2.7,2000,-27.1,0.0,0.0,0.7,0,0,1,2017,50,12,5,0.0,0.36787944117144233,0,0,0,0,1,-20.973865243467834,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-16.1,0.0,2000.0,3.0,11.0,33.0,0.1353352832366127,0.0,0.0,-28.7
366,6126,2018-01-25,6,-16.1,33,3.0,2000,-28.7,0.0,0.0,0.7,0,0,1,2017,50,12,5,0.1353352832366127,0.0,1,0,0,0,0,-21.325094415138416,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-16.2,0.0,2000.0,2.2,11.0,33.0,0.36787944117144233,0.0,1.0,-28.7
367,6127,2018-01-25,7,-16.2,33,2.2,2000,-28.7,0.0,0.0,0.7,0,0,1,2017,50,12,5,0.36787944117144233,0.0,1,0,0,0,1,-21.425094415138414,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-16.4,0.0,2000.0,3.3,11.0,32.0,1.0,0.0,1.0,-29.2
368,6128,2018-01-25,8,-16.4,32,3.3,2000,-29.2,0.01,0.0,0.6,0,0,1,2017,50,12,5,1.0,0.0,1,0,0,0,1,-21.63976988743923,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-16.2,0.0,2000.0,2.9,11.0,33.0,0.36787944117144233,0.0,0.0,-28.7
369,6129,2018-01-25,9,-16.2,33,2.9,2000,-28.7,0.19,0.0,0.6,0,0,1,2017,50,12,5,0.36787944117144233,0.0,1,0,0,0,0,-21.425094415138414,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-15.3,0.0,2000.0,2.4,11.0,33.0,0.1353352832366127,0.0,1.0,-27.9
370,6130,2018-01-25,10,-15.3,33,2.4,2000,-27.9,0.56,0.0,0.6,0,0,1,2017,50,12,5,0.1353352832366127,0.0,1,0,0,0,1,-20.50031883515915,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-13.8,0.0,1996.0,3.5,11.0,25.0,0.0,0.0,0.0,-29.6
371,6131,2018-01-25,11,-13.8,25,3.5,1996,-29.6,0.91,0.0,0.6,0,0,1,2017,50,12,5,0.0,0.0,1,0,0,0,0,-19.051080506423933,5,4,0,1,11,44,83.5879050255855,3,4,12,2018-01,200.1,-12.8,0.0,1981.0,3.2,11.0,25.0,0.0,0.0,0.0,-28.7
372,6132,2018-01-25,12,-12.8,25,3.2,1981,-28.7,1.16,0.0,0.6,0,0,1,2017,50,12,5,0.0,0.0,1,0,0,0,0,-18.025094415138415,5,4,0,1,11,44,83.50492751368407,3,4,12,2018-01,200.1,-11.4,0.0,2000.0,3.9,11.0,27.0,0.006737946999085467,0.0,0.0,-26.7
373,6133,2018-01-25,13,-11.4,27,3.9,2000,-26.7,1.26,0.0,0.6,0,0,1,2017,50,12,5,0.006737946999085467,0.0,1,0,0,0,0,-16.559977822542614,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-10.4,0.0,1981.0,2.3,11.0,25.0,0.01831563888873418,0.0,0.0,-26.7
374,6134,2018-01-25,14,-10.4,25,2.3,1981,-26.7,1.21,0.0,0.5,0,0,1,2017,50,12,5,0.01831563888873418,0.0,1,0,0,0,0,-15.559977822542615,5,4,0,1,11,44,83.50492751368407,3,4,12,2018-01,200.1,-9.7,0.0,2000.0,3.7,11.0,28.0,0.049787068367863944,0.0,0.0,-24.8
375,6135,2018-01-25,15,-9.7,28,3.7,2000,-24.8,1.0,0.0,0.5,0,0,1,2017,50,12,5,0.049787068367863944,0.0,1,0,0,0,0,-14.787526944513672,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-9.6,0.0,1973.0,2.6,11.0,31.0,0.1353352832366127,0.0,0.0,-23.6
376,6136,2018-01-25,16,-9.6,31,2.6,1973,-23.6,0.66,0.0,0.5,0,0,1,2017,50,12,5,0.1353352832366127,0.0,1,0,0,0,0,-14.635762788803069,5,4,0,1,11,44,83.46041556624877,3,4,12,2018-01,200.1,-10.9,0.0,2000.0,4.0,11.0,32.0,0.36787944117144233,0.0,1.0,-24.4
377,6137,2018-01-25,17,-10.9,32,4.0,2000,-24.4,0.28,0.0,0.5,0,0,1,2017,50,12,5,0.36787944117144233,0.0,1,0,0,0,1,-15.970817423521488,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-11.8,0.0,2000.0,4.0,11.0,33.0,1.0,0.0,0.0,-24.8
378,6138,2018-01-25,18,-11.8,33,4.0,2000,-24.8,0.04,0.0,0.5,0,0,1,2017,50,12,5,1.0,0.0,1,0,0,0,0,-16.887526944513674,5,5,0,1,11,55,83.60992705496291,3,4,12,2018-01,200.1,-12.7,0.0,2000.0,3.7,11.0,33.0,0.36787944117144233,0.0,1.0,-25.6
